OrderId,CustomerId,Date
565,8,2018-02-07
566,57,2018-02-07
567,274,2018-02-07
568,5,2018-02-07
569,147,2018-02-07
570,78,2018-02-07
571,314,2018-02-08
572,117,2018-02-08
573,178,2018-02-08
574,60,2018-02-08
575,257,2018-02-08
576,72,2018-02-08
577,64,2018-02-08
578,200,2018-02-08
579,391,2018-02-08
580,354,2018-02-08
581,165,2018-02-08
582,293,2018-02-08
583,276,2018-02-08
584,181,2018-02-08
585,32,2018-02-08
586,304,2018-02-08
587,202,2018-02-08
588,172,2018-02-08
589,241,2018-02-08
590,30,2018-02-08
591,190,2018-02-08
592,173,2018-02-08
593,14,2018-02-08
594,187,2018-02-08
595,356,2018-02-08
596,76,2018-02-09
597,42,2018-02-09
598,236,2018-02-09
599,222,2018-02-09
600,362,2018-02-09
601,276,2018-02-09
602,8,2018-02-09
603,41,2018-02-09
604,185,2018-02-09
605,142,2018-02-09
606,255,2018-02-09
607,92,2018-02-09
608,18,2018-02-09
609,377,2018-02-09
610,170,2018-02-09
611,105,2018-02-09
612,77,2018-02-09
613,332,2018-02-10
614,14,2018-02-10
615,323,2018-02-10
616,287,2018-02-10
617,203,2018-02-10
618,232,2018-02-10
619,365,2018-02-10
620,177,2018-02-10
621,327,2018-02-10
622,80,2018-02-10
623,254,2018-02-10
624,48,2018-02-10
625,347,2018-02-10
626,167,2018-02-10
627,215,2018-02-10
628,165,2018-02-10
629,2,2018-02-10
630,194,2018-02-11
631,20,2018-02-11
632,308,2018-02-11
633,181,2018-02-11
634,360,2018-02-11
635,168,2018-02-11
636,11,2018-02-11
637,123,2018-02-11
638,39,2018-02-11
639,81,2018-02-11
640,73,2018-02-11
641,41,2018-02-11
642,143,2018-02-11
643,67,2018-02-11
644,234,2018-02-11
645,298,2018-02-11
646,286,2018-02-11
647,313,2018-02-11
648,17,2018-02-11
649,192,2018-02-11
650,158,2018-02-11
651,308,2018-02-11
652,67,2018-02-11
653,75,2018-02-11
654,316,2018-02-12
655,158,2018-02-12
656,345,2018-02-12
657,195,2018-02-12
658,192,2018-02-12
659,288,2018-02-12
660,360,2018-02-12
661,340,2018-02-12
662,284,2018-02-12
663,396,2018-02-12
664,184,2018-02-12
665,177,2018-02-12
666,5,2018-02-12
667,358,2018-02-12
668,229,2018-02-12
669,53,2018-02-13
670,29,2018-02-13
671,382,2018-02-13
672,141,2018-02-13
673,108,2018-02-13
674,171,2018-02-13
675,144,2018-02-13
676,362,2018-02-14
677,124,2018-02-14
678,260,2018-02-14
679,234,2018-02-14
680,118,2018-02-14
681,363,2018-02-14
682,342,2018-02-14
683,179,2018-02-14
684,81,2018-02-14
685,170,2018-02-14
686,15,2018-02-14
687,209,2018-02-14
688,2,2018-02-14
689,168,2018-02-14
690,174,2018-02-14
691,396,2018-02-15
692,136,2018-02-15
693,35,2018-02-15
694,173,2018-02-15
695,248,2018-02-15
696,368,2018-02-15
697,161,2018-02-15
698,332,2018-02-15
699,34,2018-02-15
700,193,2018-02-15
701,398,2018-02-15
702,29,2018-02-16
703,351,2018-02-16
704,240,2018-02-16
705,351,2018-02-16
706,207,2018-02-16
707,22,2018-02-16
708,327,2018-02-16
709,96,2018-02-16
710,102,2018-02-16
711,177,2018-02-16
712,77,2018-02-16
713,94,2018-02-16
714,207,2018-02-17
715,256,2018-02-17
716,163,2018-02-17
717,351,2018-02-17
718,22,2018-02-17
719,140,2018-02-17
720,121,2018-02-17
721,1,2018-02-17
722,309,2018-02-17
723,100,2018-02-17
724,392,2018-02-17
725,197,2018-02-17
726,96,2018-02-17
727,364,2018-02-17
728,76,2018-02-17
729,257,2018-02-17
730,213,2018-02-17
731,352,2018-02-17
732,262,2018-02-17
733,62,2018-02-17
734,178,2018-02-17
735,290,2018-02-18
736,77,2018-02-18
737,400,2018-02-18
738,345,2018-02-18
739,82,2018-02-18
740,341,2018-02-18
741,117,2018-02-18
742,186,2018-02-18
743,321,2018-02-18
744,314,2018-02-18
745,319,2018-02-18
746,315,2018-02-18
747,90,2018-02-18
748,358,2018-02-18
749,122,2018-02-18
750,318,2018-02-19
751,188,2018-02-19
752,329,2018-02-19
753,44,2018-02-19
754,154,2018-02-19
755,310,2018-02-19
756,343,2018-02-19
757,213,2018-02-19
758,47,2018-02-19
759,251,2018-02-19
760,267,2018-02-19
761,256,2018-02-19
762,212,2018-02-19
763,291,2018-02-19
764,127,2018-02-19
765,21,2018-02-19
766,192,2018-02-19
767,264,2018-02-19
768,53,2018-02-19
769,52,2018-02-19
770,228,2018-02-19
771,185,2018-02-19
772,33,2018-02-19
773,113,2018-02-19
774,336,2018-02-19
775,365,2018-02-19
776,142,2018-02-19
777,238,2018-02-19
778,121,2018-02-20
779,257,2018-02-20
780,232,2018-02-20
781,10,2018-02-20
782,32,2018-02-20
783,176,2018-02-20
784,9,2018-02-20
785,229,2018-02-20
786,310,2018-02-20
787,147,2018-02-20
788,13,2018-02-20
789,37,2018-02-20
790,119,2018-02-20
791,5,2018-02-20
792,232,2018-02-20
793,238,2018-02-20
794,335,2018-02-20
795,119,2018-02-20
796,296,2018-02-20
797,153,2018-02-20
798,32,2018-02-20
799,214,2018-02-20
800,206,2018-02-20
801,128,2018-02-20
802,175,2018-02-20
803,308,2018-02-20
804,6,2018-02-20
805,138,2018-02-20
806,9,2018-02-20
807,44,2018-02-21
808,383,2018-02-21
809,249,2018-02-21
810,22,2018-02-21
811,222,2018-02-21
812,229,2018-02-21
813,233,2018-02-21
814,376,2018-02-21
815,201,2018-02-21
816,131,2018-02-21
817,190,2018-02-21
818,389,2018-02-21
819,189,2018-02-21
820,104,2018-02-21
821,131,2018-02-21
822,10,2018-02-21
823,340,2018-02-21
824,293,2018-02-21
825,38,2018-02-21
826,370,2018-02-21
827,223,2018-02-21
828,83,2018-02-21
829,124,2018-02-21
830,92,2018-02-21
831,322,2018-02-21
832,25,2018-02-21
833,392,2018-02-21
834,70,2018-02-21
835,316,2018-02-22
836,164,2018-02-22
837,321,2018-02-22
838,87,2018-02-22
839,289,2018-02-22
840,118,2018-02-22
841,379,2018-02-22
842,343,2018-02-22
843,134,2018-02-22
844,91,2018-02-22
845,194,2018-02-22
846,270,2018-02-22
847,295,2018-02-22
848,159,2018-02-22
849,170,2018-02-22
850,320,2018-02-22
851,196,2018-02-22
852,3,2018-02-22
853,313,2018-02-22
854,189,2018-02-22
855,201,2018-02-22
856,150,2018-02-23
857,255,2018-02-23
858,127,2018-02-23
859,21,2018-02-23
860,338,2018-02-23
861,41,2018-02-23
862,238,2018-02-24
863,2,2018-02-24
864,127,2018-02-24
865,303,2018-02-24
866,398,2018-02-24
867,341,2018-02-24
868,390,2018-02-24
869,385,2018-02-24
870,77,2018-02-25
871,312,2018-02-25
872,347,2018-02-25
873,169,2018-02-25
874,395,2018-02-25
875,169,2018-02-25
876,7,2018-02-25
877,82,2018-02-25
878,162,2018-02-25
879,32,2018-02-25
880,136,2018-02-25
881,23,2018-02-25
882,53,2018-02-25
883,44,2018-02-25
884,48,2018-02-25
885,337,2018-02-25
886,346,2018-02-25
887,234,2018-02-25
888,70,2018-02-25
889,241,2018-02-25
890,383,2018-02-25
891,148,2018-02-25
892,47,2018-02-25
893,180,2018-02-25
894,183,2018-02-25
895,389,2018-02-25
896,251,2018-02-25
897,235,2018-02-25
898,110,2018-02-26
899,362,2018-02-26
900,278,2018-02-26
901,188,2018-02-26
902,222,2018-02-26
903,211,2018-02-26
904,390,2018-02-26
905,47,2018-02-26
906,393,2018-02-26
907,247,2018-02-26
908,117,2018-02-26
909,134,2018-02-26
910,263,2018-02-26
911,262,2018-02-26
912,296,2018-02-27
913,375,2018-02-27
914,36,2018-02-27
915,285,2018-02-27
916,83,2018-02-27
917,294,2018-02-27
918,296,2018-02-27
919,395,2018-02-27
920,224,2018-02-27
921,87,2018-02-27
922,333,2018-02-27
923,313,2018-02-27
924,108,2018-02-28
925,282,2018-02-28
926,341,2018-02-28
927,359,2018-02-28
928,160,2018-02-28
929,85,2018-02-28
930,62,2018-02-28
931,353,2018-02-28
932,103,2018-02-28
933,318,2018-02-28
934,9,2018-02-28
935,16,2018-02-28
936,335,2018-02-28
937,248,2018-02-28
938,5,2018-02-28
939,122,2018-02-28
940,361,2018-02-28
941,202,2018-02-28
942,178,2018-02-28
943,13,2018-02-28
944,303,2018-03-01
945,350,2018-03-01
946,85,2018-03-01
947,394,2018-03-01
948,193,2018-03-01
949,177,2018-03-01
950,30,2018-03-01
951,8,2018-03-01
952,153,2018-03-01
953,166,2018-03-01
954,84,2018-03-01
955,389,2018-03-01
956,123,2018-03-01
957,365,2018-03-01
958,45,2018-03-02
959,264,2018-03-02
960,16,2018-03-02
961,104,2018-03-02
962,81,2018-03-02
963,171,2018-03-02
964,77,2018-03-02
965,159,2018-03-02
966,236,2018-03-02
967,188,2018-03-02
968,49,2018-03-02
969,157,2018-03-02
970,368,2018-03-02
971,163,2018-03-02
972,69,2018-03-02
973,300,2018-03-02
974,80,2018-03-02
975,114,2018-03-02
976,132,2018-03-02
977,335,2018-03-02
978,247,2018-03-02
979,378,2018-03-02
980,311,2018-03-02
981,69,2018-03-02
982,270,2018-03-02
983,169,2018-03-02
984,191,2018-03-02
985,200,2018-03-02
986,42,2018-03-02
987,19,2018-03-03
988,358,2018-03-03
989,361,2018-03-03
990,156,2018-03-03
991,265,2018-03-03
992,315,2018-03-03
993,169,2018-03-03
994,233,2018-03-03
995,254,2018-03-03
996,266,2018-03-04
997,120,2018-03-04
998,394,2018-03-04
999,220,2018-03-04
1000,345,2018-03-05
1001,253,2018-03-05
1002,7,2018-03-05
1003,400,2018-03-05
1004,14,2018-03-05
1005,48,2018-03-06
1006,264,2018-03-06
1007,311,2018-03-06
1008,328,2018-03-07
1009,395,2018-03-07
1010,125,2018-03-07
1011,266,2018-03-07
1012,191,2018-03-07
1013,355,2018-03-07
1014,13,2018-03-07
1015,278,2018-03-07
1016,124,2018-03-07
1017,15,2018-03-07
1018,121,2018-03-07
1019,114,2018-03-07
1020,4,2018-03-07
1021,191,2018-03-07
1022,183,2018-03-07
1023,394,2018-03-07
1024,99,2018-03-07
1025,205,2018-03-07
1026,59,2018-03-07
1027,9,2018-03-08
1028,15,2018-03-08
1029,376,2018-03-08
1030,346,2018-03-08
1031,256,2018-03-08
1032,137,2018-03-08
1033,329,2018-03-08
1034,7,2018-03-08
1035,180,2018-03-08
1036,260,2018-03-08
1037,206,2018-03-08
1038,255,2018-03-08
1039,350,2018-03-08
1040,128,2018-03-08
1041,174,2018-03-08
1042,170,2018-03-08
1043,334,2018-03-08
1044,295,2018-03-08
1045,377,2018-03-08
1046,268,2018-03-08
1047,249,2018-03-08
1048,27,2018-03-08
1049,19,2018-03-08
1050,318,2018-03-08
1051,306,2018-03-08
1052,276,2018-03-08
1053,340,2018-03-08
1054,212,2018-03-08
1055,43,2018-03-08
1056,332,2018-03-08
1057,124,2018-03-09
1058,219,2018-03-09
1059,21,2018-03-09
1060,288,2018-03-09
1061,334,2018-03-09
1062,275,2018-03-09
1063,211,2018-03-09
1064,150,2018-03-09
1065,197,2018-03-09
1066,117,2018-03-09
1067,364,2018-03-09
1068,160,2018-03-09
1069,244,2018-03-09
1070,158,2018-03-09
1071,188,2018-03-09
1072,118,2018-03-09
1073,276,2018-03-09
1074,80,2018-03-09
1075,328,2018-03-09
1076,316,2018-03-09
1077,315,2018-03-09
1078,334,2018-03-09
1079,21,2018-03-09
1080,247,2018-03-09
1081,135,2018-03-09
1082,235,2018-03-09
1083,186,2018-03-09
1084,296,2018-03-09
1085,322,2018-03-09
1086,170,2018-03-09
1087,324,2018-03-10
1088,356,2018-03-10
1089,317,2018-03-10
1090,151,2018-03-10
1091,323,2018-03-10
1092,42,2018-03-10
1093,349,2018-03-10
1094,284,2018-03-10
1095,212,2018-03-10
1096,89,2018-03-10
1097,192,2018-03-11
1098,68,2018-03-11
1099,286,2018-03-11
1100,291,2018-03-11
1101,24,2018-03-11
1102,225,2018-03-11
1103,389,2018-03-12
1104,286,2018-03-13
1105,330,2018-03-13
1106,84,2018-03-13
1107,361,2018-03-13
1108,354,2018-03-13
1109,194,2018-03-13
1110,220,2018-03-13
1111,378,2018-03-13
1112,18,2018-03-13
1113,255,2018-03-13
1114,281,2018-03-14
1115,346,2018-03-14
1116,348,2018-03-14
1117,195,2018-03-14
1118,228,2018-03-14
1119,19,2018-03-14
1120,137,2018-03-14
1121,106,2018-03-14
1122,130,2018-03-14
1123,101,2018-03-14
1124,68,2018-03-14
1125,9,2018-03-14
1126,18,2018-03-14
1127,398,2018-03-14
1128,257,2018-03-14
1129,110,2018-03-14
1130,20,2018-03-14
1131,86,2018-03-14
1132,136,2018-03-14
1133,284,2018-03-14
1134,122,2018-03-14
1135,208,2018-03-15
1136,21,2018-03-15
1137,353,2018-03-15
1138,73,2018-03-15
1139,34,2018-03-15
1140,274,2018-03-15
1141,269,2018-03-15
1142,248,2018-03-15
1143,382,2018-03-15
1144,286,2018-03-15
1145,399,2018-03-15
1146,379,2018-03-15
1147,393,2018-03-15
1148,261,2018-03-15
1149,37,2018-03-15
1150,286,2018-03-16
1151,321,2018-03-16
1152,348,2018-03-16
1153,361,2018-03-16
1154,110,2018-03-16
1155,239,2018-03-16
1156,292,2018-03-16
1157,334,2018-03-16
1158,12,2018-03-16
1159,262,2018-03-16
1160,249,2018-03-16
1161,194,2018-03-16
1162,206,2018-03-16
1163,222,2018-03-16
1164,371,2018-03-16
1165,154,2018-03-16
1166,261,2018-03-16
1167,262,2018-03-16
1168,183,2018-03-16
1169,91,2018-03-16
1170,136,2018-03-16
1171,390,2018-03-16
1172,319,2018-03-17
1173,106,2018-03-17
1174,380,2018-03-17
1175,135,2018-03-17
1176,87,2018-03-17
1177,361,2018-03-17
1178,196,2018-03-17
1179,131,2018-03-17
1180,101,2018-03-17
1181,142,2018-03-17
1182,266,2018-03-17
1183,190,2018-03-17
1184,391,2018-03-17
1185,80,2018-03-17
1186,341,2018-03-17
1187,189,2018-03-17
1188,33,2018-03-17
1189,89,2018-03-17
1190,323,2018-03-17
1191,334,2018-03-17
1192,112,2018-03-17
1193,181,2018-03-17
1194,264,2018-03-17
1195,138,2018-03-17
1196,182,2018-03-17
1197,46,2018-03-17
1198,264,2018-03-17
1199,108,2018-03-17
1200,264,2018-03-17
1201,277,2018-03-17
1202,151,2018-03-18
1203,291,2018-03-18
1204,103,2018-03-18
1205,94,2018-03-18
1206,209,2018-03-18
1207,189,2018-03-18
1208,147,2018-03-18
1209,161,2018-03-18
1210,387,2018-03-18
1211,25,2018-03-18
1212,245,2018-03-18
1213,35,2018-03-18
1214,124,2018-03-18
1215,369,2018-03-18
1216,80,2018-03-18
1217,41,2018-03-18
1218,93,2018-03-18
1219,293,2018-03-18
1220,143,2018-03-18
1221,259,2018-03-19
1222,330,2018-03-19
1223,287,2018-03-19
1224,176,2018-03-19
1225,295,2018-03-19
1226,333,2018-03-19
1227,349,2018-03-19
1228,358,2018-03-19
1229,169,2018-03-19
1230,81,2018-03-19
1231,265,2018-03-19
1232,107,2018-03-19
1233,141,2018-03-19
1234,345,2018-03-19
1235,119,2018-03-19
1236,60,2018-03-19
1237,244,2018-03-19
1238,286,2018-03-19
1239,195,2018-03-19
1240,229,2018-03-19
1241,39,2018-03-20
1242,277,2018-03-20
1243,148,2018-03-20
1244,278,2018-03-20
1245,46,2018-03-20
1246,62,2018-03-20
1247,137,2018-03-20
